movie_id,title,release_year,genre,duration_min,catalog_date,popularity_score,quality_score
M0502,Movie 0502,2005,Crime,118,2023-06-05,0.0194,3.89
M0258,Movie 0258,2016,Thriller,120,2023-06-05,0.4535,3.29
M1042,Movie 1042,2025,Comedy,102,2023-06-05,0.1084,4.38
M0892,Movie 0892,1999,Animation,111,2023-06-05,0.0252,3.51
M0389,Movie 0389,1993,Crime,104,2023-06-05,0.0218,2.74
M0449,Movie 0449,2010,Animation,85,2023-06-06,0.1002,4.02
M0218,Movie 0218,2006,Adventure,122,2023-06-06,0.0593,4.12
M0861,Movie 0861,2004,Action,110,2023-06-06,0.1732,3.48
M0944,Movie 0944,2013,Comedy,84,2023-06-06,0.017,4.19
M0624,Movie 0624,2007,Thriller,99,2023-06-06,0.0786,3.06
M1012,Movie 1012,1993,Comedy,109,2023-06-07,0.2501,3.43
M0008,Movie 0008,1998,Drama,123,2023-06-07,0.0094,3.12
M1086,Movie 1086,1991,Animation,79,2023-06-07,0.0466,4.59
M1081,Movie 1081,2013,Sci-Fi,109,2023-06-08,0.0515,4.11
M0451,Movie 0451,2003,Romance,135,2023-06-08,0.0112,3.39
M0092,Movie 0092,2017,Romance,95,2023-06-09,0.0581,3.21
M1186,Movie 1186,2010,Fantasy,152,2023-06-09,0.0126,3.07
M0943,Movie 0943,2004,Comedy,114,2023-06-09,0.0115,3.62
M0067,Movie 0067,2018,Fantasy,141,2023-06-10,0.067,3.11
M0685,Movie 0685,2020,Animation,125,2023-06-10,0.0358,3.0
M0330,Movie 0330,1992,Adventure,126,2023-06-11,0.0823,2.87
M1063,Movie 1063,2018,Action,92,2023-06-11,0.1927,3.14
M0503,Movie 0503,2008,Comedy,84,2023-06-11,0.0102,2.62
M0981,Movie 0981,2007,Drama,126,2023-06-12,0.04,3.28
M0422,Movie 0422,2011,Documentary,72,2023-06-12,0.0364,2.96
M1104,Movie 1104,2009,Horror,85,2023-06-12,0.0223,2.86
M1045,Movie 1045,2012,Adventure,120,2023-06-13,0.0594,3.92
M0768,Movie 0768,1998,Comedy,103,2023-06-13,0.0068,3.87
M0380,Movie 0380,2015,Comedy,103,2023-06-13,0.0112,3.29
M1165,Movie 1165,2022,Family,111,2023-06-14,0.5086,4.01
M0235,Movie 0235,2005,Thriller,115,2023-06-14,0.0546,3.17
M0785,Movie 0785,2016,Action,117,2023-06-14,0.2153,3.17
M0162,Movie 0162,2017,Documentary,83,2023-06-15,0.0501,3.35
M0480,Movie 0480,2000,Action,139,2023-06-15,0.0166,2.83
M0450,Movie 0450,2016,Romance,113,2023-06-15,0.1038,3.89
M0888,Movie 0888,2024,Sci-Fi,124,2023-06-15,0.0751,3.44
M1177,Movie 1177,1996,Fantasy,102,2023-06-15,0.0231,3.34
M0609,Movie 0609,1993,Action,137,2023-06-16,0.0552,4.14
M0137,Movie 0137,2025,Fantasy,125,2023-06-16,0.0291,3.8
M0786,Movie 0786,1992,Action,138,2023-06-16,0.0138,4.08
M0616,Movie 0616,2022,Documentary,92,2023-06-16,0.0212,2.72
M1057,Movie 1057,2010,Crime,114,2023-06-17,0.0958,3.73
M0411,Movie 0411,1991,Action,121,2023-06-17,0.0056,2.6
M0130,Movie 0130,1998,Horror,121,2023-06-17,0.09,2.77
M0627,Movie 0627,2000,Drama,113,2023-06-17,0.0525,3.51
M0748,Movie 0748,1997,Animation,92,2023-06-18,0.0189,3.24
M0750,Movie 0750,1992,Comedy,74,2023-06-18,0.2617,3.44
M0599,Movie 0599,2010,Family,73,2023-06-18,0.0245,3.81
M0039,Movie 0039,2000,Sci-Fi,129,2023-06-18,0.0335,3.87
M0534,Movie 0534,2010,Adventure,104,2023-06-19,0.0126,3.05
M0046,Movie 0046,2006,Thriller,89,2023-06-19,0.0284,2.97
M1190,Movie 1190,2000,Drama,151,2023-06-19,0.028,3.91
M0897,Movie 0897,2002,Animation,91,2023-06-19,0.1511,3.6
M0333,Movie 0333,2020,Thriller,109,2023-06-20,0.0479,3.69
M0964,Movie 0964,2000,Horror,113,2023-06-20,0.1018,3.96
M0891,Movie 0891,2009,Romance,114,2023-06-22,0.0178,2.76
M0260,Movie 0260,2018,Drama,106,2023-06-23,0.0068,4.26
M0270,Movie 0270,1996,Sci-Fi,152,2023-06-23,0.0581,3.35
M1089,Movie 1089,2008,Drama,120,2023-06-23,0.0448,3.57
M0058,Movie 0058,2013,Comedy,80,2023-06-24,0.0341,2.54
M0560,Movie 0560,2005,Crime,105,2023-06-24,0.0499,3.36
M0055,Movie 0055,1997,Horror,116,2023-06-25,0.0183,3.25
M0632,Movie 0632,2001,Action,120,2023-06-26,0.0082,4.88
M0234,Movie 0234,2017,Horror,93,2023-06-26,0.0026,4.05
M0993,Movie 0993,1997,Family,116,2023-06-26,0.0074,3.35
M1192,Movie 1192,2009,Drama,137,2023-07-01,0.0033,4.02
M0135,Movie 0135,2002,Family,99,2023-07-01,0.0419,3.91
M1197,Movie 1197,2014,Adventure,109,2023-07-01,0.1162,3.22
M0325,Movie 0325,2004,Comedy,97,2023-07-01,0.0616,3.28
M0494,Movie 0494,2017,Horror,105,2023-07-02,0.0368,2.93
M0603,Movie 0603,2017,Drama,121,2023-07-02,0.0311,3.73
M0088,Movie 0088,1996,Fantasy,137,2023-07-02,0.0061,4.45
M0721,Movie 0721,2002,Comedy,111,2023-07-02,0.0067,3.07
M0364,Movie 0364,2020,Drama,110,2023-07-02,0.0239,3.58
M0680,Movie 0680,1993,Drama,120,2023-07-05,0.0637,3.64
M0134,Movie 0134,1997,Action,123,2023-07-05,0.027,3.61
M0982,Movie 0982,1993,Adventure,140,2023-07-05,0.0072,3.69
M1093,Movie 1093,1992,Adventure,121,2023-07-05,0.106,3.49
M0956,Movie 0956,2011,Romance,109,2023-07-05,0.0099,3.47
M1055,Movie 1055,2019,Family,91,2023-07-05,0.1036,3.24
M0508,Movie 0508,2004,Action,150,2023-07-05,0.049,3.17
M1041,Movie 1041,2015,Drama,90,2023-07-06,0.0099,2.73
M0127,Movie 0127,1999,Crime,132,2023-07-07,0.0056,3.69
M1122,Movie 1122,2009,Adventure,126,2023-07-07,0.1504,3.5
M1006,Movie 1006,2010,Fantasy,134,2023-07-08,0.006,3.07
M0703,Movie 0703,2002,Family,130,2023-07-08,0.0097,4.21
M0347,Movie 0347,2014,Drama,103,2023-07-09,0.0452,4.18
M0961,Movie 0961,1996,Drama,111,2023-07-09,0.031,3.57
M0694,Movie 0694,1997,Family,113,2023-07-09,0.173,3.4
M0187,Movie 0187,2019,Romance,101,2023-07-09,0.0222,3.36
M0999,Movie 0999,2008,Documentary,106,2023-07-10,0.0226,3.19
M0263,Movie 0263,1997,Romance,115,2023-07-10,0.1283,4.53
M0083,Movie 0083,2016,Comedy,106,2023-07-11,0.0074,3.96
M0535,Movie 0535,1990,Documentary,83,2023-07-11,0.0282,4.1
M0396,Movie 0396,2018,Thriller,107,2023-07-12,0.0038,2.7
M1154,Movie 1154,2012,Thriller,96,2023-07-12,0.0393,3.27
M0815,Movie 0815,2019,Comedy,104,2023-07-12,0.0172,2.98
M0679,Movie 0679,2019,Horror,87,2023-07-13,0.0234,3.26
M0971,Movie 0971,2022,Adventure,139,2023-07-13,0.0256,4.17
M0273,Movie 0273,1998,Romance,85,2023-07-13,0.0458,3.08
M0740,Movie 0740,1995,Romance,91,2023-07-13,0.0067,2.21
M1049,Movie 1049,2005,Drama,116,2023-07-14,0.2861,3.57
M0635,Movie 0635,2024,Family,112,2023-07-14,0.0384,5.0
M1099,Movie 1099,1992,Romance,94,2023-07-14,0.0301,3.97
M1008,Movie 1008,2001,Drama,111,2023-07-15,0.1124,2.83
M0033,Movie 0033,2006,Thriller,136,2023-07-15,0.0704,2.86
M0074,Movie 0074,2020,Thriller,120,2023-07-15,0.0207,2.53
M0563,Movie 0563,2009,Comedy,120,2023-07-15,0.0214,4.01
M0440,Movie 0440,2021,Action,105,2023-07-16,0.0602,3.7
M0809,Movie 0809,2001,Comedy,105,2023-07-16,0.0344,3.51
M0029,Movie 0029,2023,Horror,105,2023-07-16,0.041,4.13
M0249,Movie 0249,2016,Documentary,91,2023-07-17,0.0543,3.06
M0246,Movie 0246,2021,Adventure,128,2023-07-18,0.0097,3.3
M0941,Movie 0941,2018,Romance,76,2023-07-18,0.1616,3.44
M0299,Movie 0299,2011,Romance,98,2023-07-18,0.0588,3.43
M0530,Movie 0530,2025,Documentary,72,2023-07-19,0.012,3.28
M0233,Movie 0233,2004,Adventure,122,2023-07-19,0.011,4.48
M0020,Movie 0020,1998,Crime,120,2023-07-19,0.0116,3.83
M0903,Movie 0903,1996,Drama,90,2023-07-19,0.1385,2.46
M0465,Movie 0465,2019,Sci-Fi,135,2023-07-20,0.0261,4.82
M0586,Movie 0586,2009,Drama,106,2023-07-20,0.0227,3.48
M0588,Movie 0588,2009,Thriller,119,2023-07-21,0.1916,2.57
M0778,Movie 0778,2026,Romance,112,2023-07-21,0.0026,3.25
M0287,Movie 0287,2019,Drama,118,2023-07-21,0.0315,3.91
M0040,Movie 0040,2025,Animation,89,2023-07-22,0.0032,4.08
M0662,Movie 0662,2009,Sci-Fi,131,2023-07-22,0.1124,3.93
M0315,Movie 0315,2000,Adventure,126,2023-07-22,0.0304,3.57
M0254,Movie 0254,2025,Animation,90,2023-07-23,0.0505,2.83
M0885,Movie 0885,2015,Comedy,93,2023-07-23,0.1934,2.73
M1176,Movie 1176,1994,Romance,138,2023-07-24,0.0223,3.09
M0576,Movie 0576,2021,Fantasy,109,2023-07-24,0.1049,3.69
M0167,Movie 0167,2016,Action,101,2023-07-24,0.0212,3.41
M0331,Movie 0331,2005,Action,149,2023-07-24,0.0291,3.72
M1078,Movie 1078,2016,Crime,114,2023-07-24,0.011,4.02
M0408,Movie 0408,1996,Animation,92,2023-07-25,0.0009,3.17
M0201,Movie 0201,2017,Sci-Fi,125,2023-07-25,0.0318,2.94
M0686,Movie 0686,1997,Drama,124,2023-07-26,0.017,3.19
M0170,Movie 0170,1996,Family,128,2023-07-26,0.0192,2.59
M1131,Movie 1131,1991,Action,111,2023-07-27,0.0427,4.03
M0003,Movie 0003,1999,Animation,60,2023-07-27,0.034,3.19
M1065,Movie 1065,1991,Animation,110,2023-08-01,0.0104,4.2
M1114,Movie 1114,2023,Family,118,2023-08-02,0.0251,3.96
M0743,Movie 0743,2011,Family,114,2023-08-02,0.077,2.78
M1170,Movie 1170,2023,Drama,124,2023-08-02,0.0097,3.17
M0120,Movie 0120,1992,Drama,97,2023-08-03,0.0281,3.72
M0025,Movie 0025,2009,Crime,112,2023-08-04,0.0524,4.2
M0064,Movie 0064,2025,Horror,85,2023-08-04,0.2159,2.94
M0917,Movie 0917,1994,Animation,83,2023-08-05,0.1503,3.62
M0590,Movie 0590,2024,Horror,89,2023-08-06,0.1082,3.2
M0490,Movie 0490,2025,Comedy,96,2023-08-06,0.1011,3.52
M0278,Movie 0278,2019,Fantasy,130,2023-08-07,0.0503,3.48
M0826,Movie 0826,2024,Fantasy,141,2023-08-08,0.0233,4.13
M0732,Movie 0732,1993,Crime,104,2023-08-09,0.0146,4.14
M0638,Movie 0638,2014,Action,118,2023-08-09,0.0057,3.96
M0242,Movie 0242,2013,Animation,100,2023-08-09,0.1842,3.68
M0439,Movie 0439,2019,Romance,80,2023-08-09,0.0557,3.19
M0247,Movie 0247,1995,Animation,92,2023-08-09,0.0647,3.88
M0367,Movie 0367,2005,Sci-Fi,129,2023-08-11,0.0159,3.44
M0752,Movie 0752,1997,Horror,118,2023-08-12,0.0596,3.33
M0919,Movie 0919,2005,Action,114,2023-08-12,0.03,3.8
M0472,Movie 0472,2006,Sci-Fi,130,2023-08-12,0.0416,2.47
M0854,Movie 0854,2014,Sci-Fi,93,2023-08-12,0.0199,3.3
M0031,Movie 0031,2011,Fantasy,109,2023-08-13,0.0986,2.7
M0545,Movie 0545,1996,Drama,118,2023-08-13,0.0549,3.65
M0086,Movie 0086,2020,Romance,140,2023-08-14,0.0219,3.52
M1016,Movie 1016,2016,Drama,125,2023-08-14,0.0859,2.67
M0737,Movie 0737,1996,Adventure,123,2023-08-14,0.3065,4.1
M0114,Movie 0114,1995,Action,127,2023-08-15,0.0842,3.48
M1088,Movie 1088,2004,Animation,103,2023-08-16,0.0063,4.13
M0912,Movie 0912,2021,Crime,109,2023-08-17,0.0214,2.77
M0969,Movie 0969,2007,Comedy,129,2023-08-17,0.0529,3.15
M0506,Movie 0506,2003,Horror,94,2023-08-17,0.0096,3.4
M1116,Movie 1116,1992,Animation,104,2023-08-18,0.0264,4.26
M0546,Movie 0546,1994,Sci-Fi,121,2023-08-18,0.0282,4.05
M0078,Movie 0078,2019,Comedy,101,2023-08-19,0.0141,3.25
M0169,Movie 0169,1993,Documentary,96,2023-08-20,0.0494,2.85
M0755,Movie 0755,2014,Comedy,92,2023-08-21,0.0227,4.27
M0119,Movie 0119,2009,Thriller,164,2023-08-22,0.0241,4.28
M0559,Movie 0559,2020,Drama,124,2023-08-22,0.0094,3.84
M0549,Movie 0549,2011,Family,106,2023-08-23,0.0599,3.79
M0787,Movie 0787,2021,Animation,103,2023-08-23,0.0373,4.48
M0081,Movie 0081,2013,Thriller,115,2023-08-25,0.1574,3.42
M1155,Movie 1155,2010,Drama,93,2023-08-25,0.0194,3.52
M1160,Movie 1160,2023,Thriller,123,2023-08-25,0.0674,3.02
M1109,Movie 1109,2016,Documentary,82,2023-08-26,0.0097,4.15
M0793,Movie 0793,2014,Thriller,124,2023-08-26,0.0873,3.38
M0989,Movie 0989,1995,Sci-Fi,105,2023-08-26,0.0329,2.81
M0507,Movie 0507,2021,Family,101,2023-08-26,0.2351,2.7
M0655,Movie 0655,2017,Horror,85,2023-08-26,0.006,3.58
M0974,Movie 0974,2009,Comedy,101,2023-08-26,0.1792,3.6
M0205,Movie 0205,2005,Action,125,2023-08-27,0.0354,3.94
M0193,Movie 0193,2000,Documentary,86,2023-08-27,0.0152,3.34
M0784,Movie 0784,2005,Comedy,124,2023-09-01,0.0642,4.35
M0963,Movie 0963,2002,Thriller,83,2023-09-02,0.047,3.28
M1148,Movie 1148,2000,Family,121,2023-09-02,0.0415,2.66
M1171,Movie 1171,2025,Animation,85,2023-09-02,0.0043,3.51
M0796,Movie 0796,2006,Romance,101,2023-09-02,0.0279,3.54
M0714,Movie 0714,2026,Documentary,88,2023-09-03,0.0056,3.3
M1162,Movie 1162,2016,Thriller,113,2023-09-03,0.0075,4.09
M1143,Movie 1143,1997,Adventure,169,2023-09-03,0.1747,2.29
M0332,Movie 0332,2019,Drama,128,2023-09-03,0.0022,3.51
M0182,Movie 0182,1991,Fantasy,150,2023-09-03,0.0704,2.55
M1105,Movie 1105,2002,Animation,89,2023-09-03,0.0085,4.52
M0098,Movie 0098,1999,Drama,85,2023-09-05,0.0656,3.33
M0799,Movie 0799,1994,Comedy,100,2023-09-05,0.0158,3.19
M0665,Movie 0665,1998,Romance,86,2023-09-05,0.0335,2.75
M0399,Movie 0399,1990,Documentary,70,2023-09-05,0.0567,3.1
M0056,Movie 0056,2014,Thriller,122,2023-09-06,0.0253,3.41
M0268,Movie 0268,2011,Action,111,2023-09-06,0.0201,4.64
M1139,Movie 1139,2013,Comedy,112,2023-09-06,0.1146,2.77
M0426,Movie 0426,2010,Animation,116,2023-09-06,0.0068,3.61
M0476,Movie 0476,1991,Drama,126,2023-09-07,0.0152,2.63
M0788,Movie 0788,2001,Adventure,98,2023-09-07,0.0071,3.03
M0054,Movie 0054,2022,Fantasy,145,2023-09-08,0.0275,3.37
M0930,Movie 0930,1994,Drama,114,2023-09-08,0.2144,3.91
M0929,Movie 0929,1997,Thriller,134,2023-09-08,0.0263,4.29
M0792,Movie 0792,1990,Action,119,2023-09-08,0.0898,3.65
M0158,Movie 0158,2000,Drama,132,2023-09-09,0.0246,4.84
M0677,Movie 0677,2004,Romance,103,2023-09-09,0.0129,3.4
M0398,Movie 0398,2005,Romance,124,2023-09-10,0.1033,4.25
M0700,Movie 0700,2000,Comedy,115,2023-09-11,0.0572,3.54
M1130,Movie 1130,2013,Sci-Fi,156,2023-09-12,0.1593,3.24
M0519,Movie 0519,2006,Action,121,2023-09-12,0.0345,3.17
M0183,Movie 0183,1998,Action,109,2023-09-12,0.2395,3.95
M0641,Movie 0641,2008,Romance,105,2023-09-12,0.1128,3.38
M0116,Movie 0116,2005,Fantasy,119,2023-09-12,0.0077,3.18
M0019,Movie 0019,1999,Action,105,2023-09-13,0.0143,4.09
M1111,Movie 1111,1991,Family,108,2023-09-13,0.0051,2.65
M0071,Movie 0071,2001,Sci-Fi,109,2023-09-14,0.0319,3.25
M0985,Movie 0985,2011,Drama,93,2023-09-14,0.0318,3.38
M0844,Movie 0844,1997,Drama,120,2023-09-14,0.0139,3.31
M0280,Movie 0280,2006,Romance,98,2023-09-14,0.0092,4.34
M1085,Movie 1085,2019,Documentary,92,2023-09-14,0.0163,2.85
M0539,Movie 0539,2014,Drama,128,2023-09-14,0.029,2.32
M0914,Movie 0914,2000,Horror,92,2023-09-14,0.0142,3.09
M0219,Movie 0219,2022,Fantasy,103,2023-09-14,0.0121,3.18
M0601,Movie 0601,2005,Fantasy,136,2023-09-15,0.1942,3.4
M0178,Movie 0178,2012,Adventure,82,2023-09-15,0.0163,2.66
M0285,Movie 0285,1991,Drama,91,2023-09-15,0.0239,2.7
M0385,Movie 0385,1990,Drama,121,2023-09-17,0.0568,3.48
M0154,Movie 0154,2001,Family,117,2023-09-18,0.1192,3.38
M0522,Movie 0522,2007,Action,126,2023-09-18,0.0513,4.32
M0048,Movie 0048,2020,Romance,130,2023-09-18,0.0406,2.9
M0817,Movie 0817,2005,Romance,103,2023-09-19,0.2643,2.09
M0996,Movie 0996,2013,Crime,100,2023-09-19,0.0158,2.52
M0015,Movie 0015,1999,Sci-Fi,114,2023-09-19,0.0035,3.73
M0567,Movie 0567,2022,Drama,77,2023-09-20,0.0356,3.62
M1142,Movie 1142,2025,Thriller,117,2023-09-20,0.1949,4.17
M0942,Movie 0942,2004,Fantasy,146,2023-09-21,0.1167,4.1
M0553,Movie 0553,1997,Comedy,87,2023-09-21,0.0692,4.94
M0215,Movie 0215,1998,Drama,101,2023-09-22,0.0717,2.45
M0747,Movie 0747,2016,Animation,90,2023-09-22,0.0131,2.97
M0387,Movie 0387,2020,Documentary,116,2023-09-23,0.2151,2.92
M0935,Movie 0935,2017,Romance,83,2023-09-23,0.0094,3.09
M0933,Movie 0933,2014,Action,131,2023-09-24,0.0243,4.09
M0099,Movie 0099,2005,Fantasy,133,2023-09-24,0.0068,3.85
M0816,Movie 0816,1995,Animation,110,2023-09-24,0.0181,3.35
M0326,Movie 0326,1993,Animation,73,2023-09-25,0.242,2.74
M0185,Movie 0185,2013,Action,118,2023-09-25,0.0099,4.32
M0517,Movie 0517,2014,Drama,98,2023-09-25,0.0193,3.57
M0207,Movie 0207,2026,Horror,105,2023-09-25,0.0457,4.15
M0594,Movie 0594,2001,Thriller,114,2023-09-27,0.185,3.48
M1090,Movie 1090,2007,Thriller,124,2023-09-27,0.029,3.27
M1054,Movie 1054,2009,Action,127,2023-09-27,0.0658,4.34
M0533,Movie 0533,2000,Thriller,68,2023-09-27,0.0813,3.81
M0384,Movie 0384,2002,Romance,92,2023-10-01,0.1325,2.93
M0951,Movie 0951,2020,Action,120,2023-10-01,0.0373,3.32
M0026,Movie 0026,2012,Animation,80,2023-10-01,0.0542,2.21
M0499,Movie 0499,1992,Horror,99,2023-10-01,0.0634,3.1
M1061,Movie 1061,2013,Sci-Fi,111,2023-10-01,0.0165,3.23
M0979,Movie 0979,2014,Sci-Fi,126,2023-10-03,0.0582,3.56
M1011,Movie 1011,2014,Documentary,115,2023-10-03,0.2035,4.03
M0397,Movie 0397,2013,Horror,78,2023-10-03,0.0216,2.91
M0626,Movie 0626,2022,Comedy,95,2023-10-03,0.0354,3.2
M0527,Movie 0527,1990,Documentary,64,2023-10-04,0.0087,3.4
M0444,Movie 0444,2013,Drama,134,2023-10-04,0.0056,3.92
M0403,Movie 0403,2000,Action,131,2023-10-04,0.0894,2.94
M0228,Movie 0228,2017,Romance,90,2023-10-05,0.0574,3.44
M0881,Movie 0881,2023,Documentary,68,2023-10-05,0.0891,4.1
M0018,Movie 0018,1997,Thriller,126,2023-10-06,0.0055,3.91
M0725,Movie 0725,1994,Comedy,119,2023-10-06,0.0751,2.98
M0734,Movie 0734,2008,Action,105,2023-10-07,0.0534,3.52
M1187,Movie 1187,2012,Romance,115,2023-10-07,0.0892,3.64
M0871,Movie 0871,1992,Family,93,2023-10-07,0.1927,3.39
M1060,Movie 1060,2023,Fantasy,128,2023-10-07,0.0305,3.31
M0073,Movie 0073,2011,Animation,101,2023-10-08,0.0289,3.82
M1079,Movie 1079,1996,Crime,114,2023-10-08,0.0653,3.87
M0644,Movie 0644,2022,Sci-Fi,107,2023-10-09,0.011,3.81
M0034,Movie 0034,2003,Drama,118,2023-10-09,0.0783,2.87
M0540,Movie 0540,2007,Action,120,2023-10-10,0.0497,4.61
M0962,Movie 0962,2003,Romance,113,2023-10-10,0.0083,3.74
M1025,Movie 1025,2022,Comedy,104,2023-10-10,0.0896,3.83
M0138,Movie 0138,2004,Romance,95,2023-10-11,0.0068,3.37
M1184,Movie 1184,2016,Animation,84,2023-10-12,0.0284,3.78
M0062,Movie 0062,1993,Documentary,95,2023-10-12,0.2632,3.83
M0481,Movie 0481,2003,Comedy,96,2023-10-12,0.0276,2.9
M0335,Movie 0335,1998,Drama,94,2023-10-12,0.0438,4.26
M0904,Movie 0904,2014,Family,106,2023-10-13,0.0125,3.18
M0764,Movie 0764,2006,Animation,90,2023-10-13,0.0647,3.84
M0614,Movie 0614,2020,Documentary,85,2023-10-13,0.0341,2.87
M0711,Movie 0711,1991,Drama,118,2023-10-14,0.0113,2.98
M1068,Movie 1068,2008,Drama,114,2023-10-15,0.3022,3.85
M1056,Movie 1056,2007,Fantasy,93,2023-10-15,0.0116,3.72
M0651,Movie 0651,2001,Adventure,147,2023-10-16,0.0234,4.49
M0637,Movie 0637,2004,Horror,96,2023-10-16,0.0039,2.74
M0106,Movie 0106,2001,Action,115,2023-10-16,0.0512,3.15
M0057,Movie 0057,2023,Horror,80,2023-10-16,0.0169,3.5
M0239,Movie 0239,2011,Fantasy,124,2023-10-17,0.0569,3.07
M0642,Movie 0642,1998,Crime,119,2023-10-18,0.0039,3.26
M0831,Movie 0831,1999,Sci-Fi,119,2023-10-18,0.0659,3.41
M0417,Movie 0417,2012,Drama,99,2023-10-19,0.0347,4.27
M0767,Movie 0767,1997,Action,102,2023-10-20,0.0089,3.81
M0308,Movie 0308,2017,Drama,113,2023-10-20,0.0137,3.25
M0847,Movie 0847,2005,Romance,125,2023-10-20,0.0145,4.25
M0319,Movie 0319,1998,Action,99,2023-10-20,0.0608,4.79
M0998,Movie 0998,2015,Comedy,124,2023-10-21,0.0133,2.31
M0806,Movie 0806,2021,Sci-Fi,124,2023-10-21,0.0133,3.35
M1021,Movie 1021,2001,Adventure,112,2023-10-22,0.0399,3.21
M0217,Movie 0217,2020,Comedy,89,2023-10-23,0.0619,4.33
M0461,Movie 0461,2012,Sci-Fi,133,2023-10-23,0.02,4.3
M0893,Movie 0893,2014,Thriller,110,2023-10-23,0.0746,3.81
M0746,Movie 0746,2009,Horror,100,2023-10-23,0.0246,3.22
M0204,Movie 0204,1999,Animation,126,2023-10-23,0.0076,3.31
M0864,Movie 0864,2003,Sci-Fi,108,2023-10-24,0.0016,3.75
M0423,Movie 0423,2021,Action,116,2023-10-25,0.0045,2.76
M0493,Movie 0493,2003,Horror,95,2023-10-25,0.3573,3.33
M0433,Movie 0433,2026,Sci-Fi,111,2023-10-25,0.0482,3.1
M1117,Movie 1117,2015,Horror,114,2023-10-26,0.0282,3.91
M0160,Movie 0160,1991,Action,133,2023-10-26,0.0251,3.45
M0931,Movie 0931,1995,Crime,130,2023-10-27,0.0247,2.96
M0634,Movie 0634,2009,Drama,128,2023-10-27,0.068,3.19
M0052,Movie 0052,2010,Animation,87,2023-10-27,0.0762,3.54
M0211,Movie 0211,1992,Adventure,120,2023-11-01,0.0187,2.95
M0486,Movie 0486,2014,Drama,108,2023-11-01,0.1331,2.83
M0610,Movie 0610,2003,Animation,82,2023-11-02,0.0248,3.6
M0009,Movie 0009,2006,Drama,105,2023-11-02,0.0504,3.73
M1121,Movie 1121,2014,Thriller,130,2023-11-02,0.0278,3.04
M1080,Movie 1080,2019,Thriller,160,2023-11-02,0.0081,2.52
M0094,Movie 0094,2002,Crime,90,2023-11-03,0.1069,3.42
M0115,Movie 0115,2022,Drama,141,2023-11-03,0.0221,4.11
M0145,Movie 0145,2017,Thriller,106,2023-11-03,0.122,2.97
M0454,Movie 0454,2000,Drama,122,2023-11-03,0.0238,3.84
M0618,Movie 0618,2010,Action,106,2023-11-03,0.1919,3.59
M0763,Movie 0763,2012,Comedy,87,2023-11-05,0.0596,3.2
M0241,Movie 0241,1996,Animation,87,2023-11-06,0.0273,3.79
M0958,Movie 0958,1995,Sci-Fi,137,2023-11-06,0.0496,3.42
M0322,Movie 0322,2026,Fantasy,136,2023-11-07,0.1133,4.14
M0949,Movie 0949,1993,Fantasy,141,2023-11-08,0.0888,3.92
M0024,Movie 0024,2002,Action,115,2023-11-08,0.012,3.71
M0038,Movie 0038,2001,Documentary,142,2023-11-08,0.0366,3.86
M0523,Movie 0523,2019,Comedy,92,2023-11-09,0.0848,4.21
M1119,Movie 1119,1998,Thriller,135,2023-11-09,0.0016,3.41
M0777,Movie 0777,1992,Adventure,112,2023-11-10,0.012,2.98
M0343,Movie 0343,2003,Comedy,106,2023-11-10,0.0055,3.34
M0466,Movie 0466,2005,Comedy,107,2023-11-11,0.0346,4.1
M0845,Movie 0845,2005,Comedy,100,2023-11-11,0.003,3.79
M0017,Movie 0017,2012,Drama,105,2023-11-11,0.063,4.09
M0712,Movie 0712,2011,Drama,80,2023-11-11,0.01,2.69
M0865,Movie 0865,2018,Romance,103,2023-11-11,0.0273,4.24
M1017,Movie 1017,2011,Horror,103,2023-11-12,0.0065,2.05
M1082,Movie 1082,2004,Documentary,93,2023-11-12,0.2873,3.25
M0355,Movie 0355,2012,Adventure,111,2023-11-13,0.0296,4.73
M0005,Movie 0005,1990,Fantasy,147,2023-11-13,0.1297,3.14
M0377,Movie 0377,2024,Horror,103,2023-11-13,0.0163,2.56
M0236,Movie 0236,2019,Sci-Fi,121,2023-11-13,0.0077,2.95
M1035,Movie 1035,2003,Action,111,2023-11-14,0.1167,2.78
M0045,Movie 0045,2016,Sci-Fi,123,2023-11-14,0.0511,1.94
M0291,Movie 0291,1994,Crime,98,2023-11-15,0.0487,3.54
M1120,Movie 1120,1997,Animation,101,2023-11-15,0.0368,3.68
M0811,Movie 0811,2010,Romance,126,2023-11-15,0.0475,3.23
M0664,Movie 0664,2011,Adventure,136,2023-11-16,0.0267,3.59
M0488,Movie 0488,2012,Crime,138,2023-11-17,0.0303,3.69
M0368,Movie 0368,1998,Documentary,79,2023-11-19,0.0449,4.14
M0774,Movie 0774,1998,Family,109,2023-11-21,0.011,3.36
M0209,Movie 0209,2009,Documentary,91,2023-11-21,0.0054,3.6
M0580,Movie 0580,1999,Adventure,111,2023-11-21,0.0275,3.98
M0107,Movie 0107,2009,Crime,116,2023-11-22,0.069,2.13
M0633,Movie 0633,2004,Drama,103,2023-11-22,0.0085,3.08
M0256,Movie 0256,1999,Crime,144,2023-11-23,0.0067,4.35
M0835,Movie 0835,2020,Comedy,110,2023-11-24,0.0252,3.23
M0663,Movie 0663,2019,Drama,100,2023-11-24,0.0122,3.86
M0613,Movie 0613,1993,Animation,108,2023-11-25,0.0313,3.61
M0194,Movie 0194,2001,Comedy,90,2023-11-26,0.0561,3.24
