user_id,age,country,subscription,primary_device,signup_date
U01088,37,Chile,Premium,SmartTV,2023-04-03
U01089,18,Mexico,Standard,Mobile,2024-07-25
U01090,51,United States,Standard,SmartTV,2024-05-22
U01091,32,Chile,Basic,Mobile,2023-09-21
U01092,29,Ecuador,Premium,Mobile,2025-07-05
U01093,31,Peru,Basic,Mobile,2025-08-20
U01094,30,Mexico,Premium,Desktop,2024-12-07
U01095,21,Peru,Standard,SmartTV,2023-01-26
U01096,37,Argentina,Basic,Tablet,2025-07-22
U01097,28,Colombia,Standard,SmartTV,2025-11-23
U01098,43,Ecuador,Premium,Mobile,2023-03-14
U01099,41,Colombia,Premium,SmartTV,2025-10-03
U01100,55,Spain,Basic,SmartTV,2023-07-18
U01101,32,Mexico,Basic,SmartTV,2026-04-18
U01102,25,Chile,Basic,SmartTV,2023-11-27
U01103,18,Colombia,Premium,SmartTV,2023-05-07
U01104,61,United States,Basic,Mobile,2026-10-21
U01105,43,United States,Basic,Desktop,2026-12-22
U01106,27,Peru,Standard,Tablet,2025-02-08
U01107,55,Argentina,Premium,Mobile,2024-03-26
U01108,51,United States,Standard,Desktop,2026-04-10
U01109,19,Colombia,Standard,Mobile,2024-06-09
U01110,26,Colombia,Basic,Mobile,2024-06-24
U01111,33,Chile,Standard,Tablet,2023-01-12
U01112,22,Peru,Standard,Mobile,2026-02-15
U01113,34,Argentina,Premium,SmartTV,2024-06-09
U01114,44,Chile,Standard,SmartTV,2023-07-07
U01115,19,Colombia,Basic,Mobile,2023-01-04
U01116,39,Peru,Standard,Mobile,2023-03-09
U01117,49,Mexico,Basic,Desktop,2023-02-26
U01118,40,Ecuador,Basic,Mobile,2023-04-11
U01119,34,Peru,Premium,Mobile,2026-10-03
U01120,27,Ecuador,Standard,SmartTV,2024-08-23
U01121,45,Spain,Premium,Mobile,2025-04-06
U01122,21,Ecuador,Basic,SmartTV,2025-06-19
U01123,38,Ecuador,Premium,Tablet,2024-12-02
U01124,35,Spain,Premium,Mobile,2023-05-23
U01125,49,Ecuador,Standard,Mobile,2024-11-04
U01126,28,Mexico,Basic,Mobile,2024-03-25
U01127,29,Peru,Premium,Mobile,2023-02-02
U01128,20,Spain,Premium,Desktop,2024-09-19
U01129,40,Colombia,Basic,SmartTV,2024-10-25
U01130,30,Ecuador,Premium,Mobile,2023-02-10
U01131,25,Colombia,Premium,Desktop,2024-02-10
U01132,26,United States,Basic,Mobile,2024-01-22
U01133,41,Spain,Standard,SmartTV,2024-11-21
U01134,22,Colombia,Standard,Desktop,2023-01-16
U01135,23,Colombia,Standard,SmartTV,2024-07-15
U01136,46,Ecuador,Premium,SmartTV,2023-10-26
U01137,33,Colombia,Premium,Desktop,2026-06-23
U01138,46,Colombia,Basic,SmartTV,2026-02-04
U01139,31,United States,Standard,Mobile,2024-12-09
U01140,35,Ecuador,Standard,SmartTV,2026-12-06
U01141,37,United States,Standard,Desktop,2023-09-19
U01142,52,Ecuador,Standard,SmartTV,2023-07-20
U01143,51,Spain,Standard,SmartTV,2023-08-18
U01144,49,Peru,Standard,SmartTV,2026-04-17
U01145,27,Ecuador,Standard,SmartTV,2023-04-02
U01146,23,Spain,Premium,Mobile,2023-09-03
U01147,44,Colombia,Standard,SmartTV,2025-12-10
U01148,52,Spain,Standard,Mobile,2023-07-06
U01149,49,Argentina,Premium,Mobile,2026-09-04
U01150,35,United States,Premium,Mobile,2024-03-13
U01151,44,Spain,Standard,SmartTV,2023-05-25
U01152,44,Colombia,Standard,SmartTV,2023-06-19
U01153,37,Peru,Standard,SmartTV,2025-01-22
U01154,37,Mexico,Standard,SmartTV,2025-11-21
U01155,36,Colombia,Standard,SmartTV,2024-07-14
U01156,26,Chile,Basic,Tablet,2025-02-16
U01157,27,Colombia,Standard,Mobile,2024-06-06
U01158,27,Mexico,Standard,SmartTV,2023-01-10
U01159,18,Peru,Premium,Desktop,2023-06-12
U01160,37,Ecuador,Standard,Desktop,2023-01-16
U01161,35,United States,Basic,Tablet,2025-04-16
U01162,44,Spain,Standard,Mobile,2025-07-01
U01163,50,Colombia,Standard,Tablet,2023-01-19
U01164,51,Ecuador,Standard,SmartTV,2026-04-20
U01165,52,Argentina,Basic,Tablet,2025-10-20
U01166,26,Colombia,Premium,SmartTV,2025-06-20
U01167,18,Mexico,Premium,SmartTV,2025-08-02
U01168,46,Argentina,Premium,SmartTV,2023-02-10
U01169,52,Colombia,Standard,SmartTV,2024-11-21
U01170,54,Colombia,Premium,Tablet,2024-09-08
U01171,41,Ecuador,Standard,Desktop,2026-09-07
U01172,18,Colombia,Standard,SmartTV,2026-01-05
U01173,39,Mexico,Basic,Tablet,2024-09-11
U01174,42,Ecuador,Basic,Desktop,2023-05-01
U01175,50,United States,Basic,SmartTV,2023-10-10
U01176,52,Argentina,Premium,Desktop,2024-07-22
U01177,46,Colombia,Standard,Mobile,2023-11-11
U01178,28,Chile,Premium,SmartTV,2023-08-26
U01179,23,Peru,Standard,SmartTV,2026-02-27
U01180,41,Peru,Basic,SmartTV,2026-11-09
U01181,25,Mexico,Standard,Mobile,2025-03-09
U01182,53,Ecuador,Basic,Mobile,2026-03-12
U01183,18,Colombia,Premium,Tablet,2024-10-25
U01184,42,Ecuador,Standard,SmartTV,2026-02-27
U01185,39,Ecuador,Basic,SmartTV,2023-01-07
U01186,33,Mexico,Standard,Mobile,2024-10-12
U01187,24,United States,Premium,Tablet,2024-03-08
U01188,18,Mexico,Standard,Tablet,2026-08-07
U01189,29,United States,Basic,SmartTV,2025-03-23
U01190,29,Mexico,Standard,Mobile,2025-04-10
U01191,48,Colombia,Basic,Tablet,2023-04-04
U01192,26,Spain,Standard,Tablet,2025-02-13
U01193,40,Ecuador,Standard,SmartTV,2023-10-27
U01194,19,Ecuador,Basic,SmartTV,2025-03-23
U01195,41,United States,Standard,SmartTV,2024-09-26
U01196,18,Mexico,Basic,Mobile,2023-04-05
U01197,60,United States,Standard,SmartTV,2026-03-25
U01198,33,Ecuador,Standard,SmartTV,2024-07-04
U01199,18,Argentina,Standard,SmartTV,2024-01-21
U01200,26,Colombia,Basic,SmartTV,2026-11-10
U01201,24,Peru,Standard,SmartTV,2023-06-18
U01202,27,United States,Standard,Tablet,2025-11-12
U01203,31,Peru,Premium,Mobile,2025-11-27
U01204,27,Mexico,Premium,Tablet,2023-03-16
U01205,25,United States,Standard,Mobile,2025-12-15
U01206,21,Spain,Standard,Mobile,2026-06-17
U01207,45,Ecuador,Standard,SmartTV,2024-06-04
U01208,49,Ecuador,Premium,Mobile,2025-03-04
U01209,32,United States,Standard,Mobile,2023-06-14
U01210,35,Mexico,Premium,SmartTV,2025-07-27
U01211,21,Chile,Standard,Desktop,2025-01-23
U01212,36,Ecuador,Standard,SmartTV,2024-02-14
U01213,38,Ecuador,Premium,Mobile,2026-03-12
U01214,32,United States,Basic,Desktop,2026-10-15
U01215,40,Chile,Premium,Desktop,2023-10-16
U01216,39,Spain,Standard,SmartTV,2023-07-01
U01217,22,Colombia,Standard,SmartTV,2023-05-06
U01218,49,Colombia,Standard,Desktop,2024-03-24
U01219,33,Mexico,Basic,Desktop,2024-01-23
U01220,55,Spain,Standard,Mobile,2025-08-01
U01221,40,Colombia,Standard,SmartTV,2023-08-26
U01222,59,Colombia,Standard,SmartTV,2025-09-26
U01223,49,Mexico,Basic,Desktop,2024-04-20
U01224,38,Ecuador,Premium,Mobile,2025-06-27
U01225,26,Peru,Premium,Tablet,2023-12-26
U01226,27,Mexico,Basic,Mobile,2024-12-23
U01227,41,Ecuador,Premium,Tablet,2024-01-16
U01228,37,Mexico,Premium,Mobile,2024-04-23
U01229,28,Ecuador,Basic,Tablet,2023-05-14
U01230,45,Argentina,Premium,SmartTV,2025-11-21
U01231,35,Spain,Basic,SmartTV,2024-07-19
U01232,45,Spain,Premium,Desktop,2024-04-18
U01233,23,Mexico,Standard,Tablet,2025-11-20
U01234,47,Mexico,Premium,Desktop,2026-07-15
U01235,41,Colombia,Standard,SmartTV,2023-10-19
U01236,49,Peru,Standard,Mobile,2023-10-06
U01237,47,Ecuador,Premium,SmartTV,2026-05-12
U01238,34,Argentina,Standard,SmartTV,2024-01-27
U01239,33,Ecuador,Standard,SmartTV,2023-10-01
U01240,56,Peru,Standard,SmartTV,2023-01-07
U01241,32,Chile,Standard,SmartTV,2025-11-21
U01242,44,Mexico,Basic,SmartTV,2025-05-07
U01243,30,Peru,Basic,Mobile,2024-07-01
U01244,18,Peru,Basic,Desktop,2025-06-17
U01245,20,Mexico,Basic,SmartTV,2023-11-23
U01246,40,United States,Premium,Desktop,2025-01-09
U01247,43,Mexico,Standard,SmartTV,2025-11-17
U01248,40,Colombia,Standard,Mobile,2023-12-06
U01249,49,Spain,Basic,Tablet,2025-11-26
U01250,40,Ecuador,Premium,SmartTV,2025-06-16
U01251,26,Colombia,Basic,SmartTV,2025-08-12
U01252,42,Ecuador,Basic,SmartTV,2023-06-11
U01253,37,Peru,Premium,SmartTV,2026-09-22
U01254,28,Mexico,Basic,Mobile,2026-12-05
U01255,41,Chile,Premium,Desktop,2024-12-16
U01256,36,Spain,Standard,SmartTV,2023-02-06
U01257,28,Mexico,Premium,Desktop,2026-06-19
U01258,33,Colombia,Basic,Desktop,2025-06-08
U01259,52,Chile,Standard,Desktop,2024-10-01
U01260,52,Argentina,Standard,Mobile,2023-09-14
U01261,37,Chile,Standard,Mobile,2024-08-27
U01262,36,Peru,Premium,Desktop,2024-09-03
U01263,18,Chile,Basic,Mobile,2023-05-20
U01264,56,Chile,Standard,SmartTV,2023-08-06
U01265,47,Colombia,Basic,Mobile,2024-07-08
U01266,44,Spain,Premium,Mobile,2025-06-14
U01267,18,Colombia,Premium,SmartTV,2023-08-22
U01268,35,Ecuador,Basic,SmartTV,2024-11-17
U01269,33,Argentina,Basic,Tablet,2023-10-17
U01270,43,Spain,Premium,Tablet,2023-03-14
U01271,30,Mexico,Premium,SmartTV,2023-07-27
U01272,32,Chile,Standard,SmartTV,2023-03-25
U01273,42,United States,Standard,Mobile,2026-12-12
U01274,26,Peru,Premium,SmartTV,2024-07-11
U01275,28,Peru,Standard,SmartTV,2026-04-17
U01276,37,Mexico,Premium,SmartTV,2024-09-01
U01277,51,Peru,Premium,Mobile,2026-12-03
U01278,45,Mexico,Premium,Tablet,2023-12-08
U01279,48,United States,Premium,SmartTV,2024-09-25
U01280,36,Colombia,Premium,SmartTV,2026-04-06
U01281,53,Ecuador,Basic,Tablet,2024-07-22
U01282,18,Peru,Premium,Tablet,2024-05-05
U01283,59,Chile,Basic,Desktop,2024-10-17
U01284,61,Argentina,Standard,SmartTV,2026-09-18
U01285,40,United States,Standard,SmartTV,2023-07-20
U01286,45,Mexico,Basic,SmartTV,2023-07-24
U01287,35,United States,Standard,SmartTV,2024-12-06
U01288,32,Colombia,Standard,SmartTV,2024-09-07
U01289,28,Colombia,Basic,Tablet,2023-05-16
U01290,34,Colombia,Standard,Desktop,2025-09-23
U01291,42,Spain,Standard,Mobile,2024-11-02
U01292,40,Colombia,Standard,SmartTV,2024-06-12
U01293,59,Colombia,Standard,SmartTV,2023-11-25
U01294,36,Peru,Standard,Tablet,2026-04-02
U01295,18,Colombia,Premium,SmartTV,2026-11-18
U01296,55,Mexico,Standard,Desktop,2023-11-18
U01297,20,United States,Basic,SmartTV,2023-04-02
U01298,28,Ecuador,Standard,Tablet,2026-03-18
U01299,38,Chile,Standard,Desktop,2023-09-13
U01300,40,Ecuador,Basic,Mobile,2026-08-12
U01301,18,Colombia,Premium,SmartTV,2026-10-24
U01302,26,Colombia,Basic,Mobile,2024-03-19
U01303,18,Mexico,Premium,Tablet,2025-08-21
U01304,42,Mexico,Basic,Mobile,2024-09-02
U01305,49,Mexico,Standard,Desktop,2023-10-17
U01306,20,Spain,Standard,Tablet,2025-07-21
U01307,47,Colombia,Premium,Mobile,2025-11-03
U01308,46,Argentina,Premium,Mobile,2023-07-22
U01309,27,Mexico,Basic,Mobile,2024-05-22
U01310,18,Ecuador,Basic,Tablet,2023-02-12
U01311,22,Peru,Standard,Tablet,2026-06-05
U01312,28,Ecuador,Basic,Desktop,2023-05-18
U01313,54,Ecuador,Basic,SmartTV,2025-06-26
U01314,34,Colombia,Premium,SmartTV,2026-08-21
U01315,23,Colombia,Standard,Mobile,2023-09-13
U01316,37,United States,Basic,Mobile,2026-04-12
U01317,19,United States,Standard,Tablet,2026-11-18
U01318,41,Mexico,Basic,Mobile,2023-09-14
U01319,23,Argentina,Premium,SmartTV,2025-12-02
U01320,25,United States,Basic,Mobile,2024-05-20
U01321,40,Peru,Standard,SmartTV,2023-12-10
U01322,56,Chile,Basic,Mobile,2025-03-21
U01323,61,Mexico,Premium,Mobile,2024-05-26
U01324,23,United States,Basic,Mobile,2026-03-13
U01325,28,Spain,Standard,Tablet,2023-12-21
U01326,41,Ecuador,Standard,Mobile,2023-10-23
U01327,49,Argentina,Premium,SmartTV,2025-01-11
U01328,18,Colombia,Basic,SmartTV,2025-07-15
U01329,36,Colombia,Premium,Desktop,2026-03-06
U01330,29,Chile,Premium,SmartTV,2026-02-01
U01331,18,Mexico,Basic,Desktop,2025-07-25
U01332,19,Ecuador,Basic,SmartTV,2024-07-02
U01333,28,Colombia,Premium,SmartTV,2026-02-23
U01334,36,Argentina,Standard,Tablet,2024-12-15
U01335,47,Ecuador,Premium,SmartTV,2026-09-06
U01336,39,Spain,Premium,Mobile,2025-04-12
U01337,46,Chile,Standard,SmartTV,2023-09-23
U01338,35,Mexico,Basic,SmartTV,2024-04-26
U01339,27,Ecuador,Standard,Tablet,2025-07-14
U01340,33,United States,Standard,Tablet,2024-05-11
U01341,43,United States,Standard,SmartTV,2026-07-19
U01342,47,Colombia,Standard,SmartTV,2025-05-12
U01343,33,Mexico,Standard,Desktop,2023-09-03
U01344,24,Spain,Premium,Tablet,2025-11-12
U01345,39,Ecuador,Basic,Tablet,2024-10-13
U01346,41,Mexico,Standard,Mobile,2024-04-19
U01347,50,Spain,Basic,SmartTV,2025-02-27
U01348,27,Chile,Basic,Mobile,2023-12-16
U01349,27,United States,Standard,Desktop,2023-03-22
U01350,44,Ecuador,Premium,Desktop,2025-12-12
U01351,30,United States,Standard,Desktop,2026-01-13
U01352,30,United States,Standard,SmartTV,2023-04-13
U01353,50,Ecuador,Standard,Mobile,2023-04-25
U01354,19,Peru,Standard,SmartTV,2025-06-21
U01355,60,Mexico,Standard,SmartTV,2026-05-22
U01356,28,United States,Standard,SmartTV,2024-09-04
U01357,45,Ecuador,Standard,Mobile,2024-12-26
U01358,34,Peru,Basic,Desktop,2026-12-21
U01359,38,Spain,Standard,SmartTV,2023-10-06
U01360,32,Peru,Basic,SmartTV,2026-02-04
U01361,45,Mexico,Standard,SmartTV,2025-01-11
U01362,31,Mexico,Premium,SmartTV,2024-03-19
U01363,28,United States,Standard,Tablet,2026-01-21
U01364,57,Ecuador,Basic,Desktop,2024-09-12
U01365,35,United States,Premium,Mobile,2026-07-16
U01366,27,Mexico,Standard,Tablet,2024-03-19
U01367,18,United States,Standard,SmartTV,2023-09-02
U01368,57,Ecuador,Premium,Mobile,2026-08-17
U01369,28,Mexico,Standard,Tablet,2023-12-09
U01370,60,Spain,Standard,Desktop,2026-03-18
U01371,40,Spain,Standard,SmartTV,2025-06-02
U01372,37,Ecuador,Premium,SmartTV,2026-01-25
U01373,37,Chile,Standard,SmartTV,2024-11-09
U01374,62,Ecuador,Basic,Tablet,2025-07-23
U01375,18,Ecuador,Standard,SmartTV,2026-08-27
U01376,38,Argentina,Basic,Mobile,2025-03-09
U01377,32,United States,Standard,SmartTV,2024-07-23
U01378,32,Mexico,Basic,SmartTV,2023-01-07
U01379,37,Ecuador,Standard,SmartTV,2025-04-12
U01380,32,Colombia,Standard,Desktop,2026-07-04
U01381,37,Peru,Standard,Mobile,2024-11-08
U01382,35,Ecuador,Standard,Tablet,2025-02-21
U01383,19,Spain,Standard,SmartTV,2024-02-13
U01384,40,Colombia,Standard,SmartTV,2023-05-19
U01385,44,Ecuador,Standard,SmartTV,2026-03-22
U01386,28,Argentina,Standard,Mobile,2023-12-17
U01387,57,Ecuador,Premium,Mobile,2023-11-01
U01388,51,Peru,Standard,Mobile,2023-08-03
U01389,45,Chile,Standard,Mobile,2023-09-22
U01390,45,Ecuador,Premium,Tablet,2023-01-21
U01391,35,Mexico,Standard,Mobile,2026-03-16
U01392,49,Chile,Standard,Mobile,2024-01-21
U01393,54,Mexico,Standard,SmartTV,2023-06-12
U01394,45,Colombia,Premium,Tablet,2024-06-23
U01395,28,Peru,Standard,Mobile,2026-11-23
U01396,35,Mexico,Standard,Mobile,2025-07-15
U01397,42,Ecuador,Standard,SmartTV,2026-09-24
U01398,45,Ecuador,Basic,SmartTV,2024-04-27
U01399,34,Colombia,Standard,SmartTV,2026-08-14
U01400,28,Ecuador,Premium,Mobile,2023-09-07
U01401,54,Ecuador,Premium,Tablet,2025-08-04
U01402,22,United States,Standard,SmartTV,2024-01-17
U01403,24,Chile,Premium,SmartTV,2026-02-23
U01404,19,Chile,Premium,Tablet,2025-10-12
U01405,24,Colombia,Premium,SmartTV,2023-05-19
U01406,50,Ecuador,Premium,Mobile,2023-01-16
U01407,50,Argentina,Premium,SmartTV,2026-10-15
U01408,34,Argentina,Basic,SmartTV,2025-06-19
U01409,41,United States,Basic,Mobile,2026-11-12
U01410,35,Ecuador,Basic,Desktop,2024-10-05
U01411,21,Ecuador,Standard,Mobile,2025-09-08
U01412,62,Argentina,Premium,Tablet,2024-08-21
U01413,51,Peru,Premium,SmartTV,2023-05-16
U01414,39,Ecuador,Premium,SmartTV,2023-06-08
U01415,25,Colombia,Premium,SmartTV,2023-11-05
U01416,32,Ecuador,Standard,SmartTV,2026-08-27
U01417,27,Spain,Standard,Tablet,2025-01-17
U01418,36,Spain,Standard,Mobile,2025-02-25
U01419,39,Mexico,Basic,Desktop,2024-07-01
U01420,31,Peru,Premium,SmartTV,2025-12-27
U01421,18,Argentina,Standard,SmartTV,2023-06-13
U01422,61,Mexico,Basic,SmartTV,2024-11-11
U01423,38,Spain,Standard,Tablet,2025-08-11
U01424,40,Chile,Standard,SmartTV,2026-12-22
U01425,30,United States,Premium,Mobile,2023-07-23
U01426,18,Colombia,Premium,Mobile,2025-12-14
U01427,34,Mexico,Standard,SmartTV,2024-04-23
U01428,31,Spain,Premium,SmartTV,2024-05-05
U01429,44,United States,Basic,SmartTV,2024-03-08
U01430,46,United States,Standard,Mobile,2025-07-05
U01431,44,Peru,Standard,SmartTV,2025-07-13
U01432,47,Mexico,Premium,SmartTV,2026-09-14
U01433,57,Colombia,Premium,Mobile,2026-04-25
U01434,40,Mexico,Basic,SmartTV,2023-12-19
U01435,48,Colombia,Standard,Desktop,2023-11-23
U01436,41,Peru,Premium,SmartTV,2025-02-08
U01437,18,United States,Premium,SmartTV,2023-07-12
U01438,33,Spain,Standard,Mobile,2026-02-22
U01439,25,Chile,Basic,SmartTV,2023-06-09
U01440,38,Ecuador,Standard,SmartTV,2024-11-16
U01441,26,Peru,Premium,Desktop,2023-01-10
U01442,42,Ecuador,Standard,Tablet,2026-02-13
U01443,47,Ecuador,Standard,SmartTV,2025-03-14
U01444,49,United States,Premium,SmartTV,2024-10-17
U01445,54,Chile,Standard,Mobile,2023-12-07
U01446,18,Ecuador,Standard,SmartTV,2026-07-24
U01447,21,Argentina,Premium,Desktop,2025-01-04
U01448,70,Ecuador,Standard,Desktop,2023-11-05
U01449,47,Peru,Standard,SmartTV,2026-04-23
U01450,38,Colombia,Standard,Tablet,2024-12-27
U01451,35,Ecuador,Standard,Mobile,2023-05-16
U01452,34,Chile,Basic,SmartTV,2023-03-09
U01453,18,Argentina,Basic,SmartTV,2026-05-24
U01454,26,Chile,Standard,SmartTV,2023-10-07
U01455,34,Spain,Standard,SmartTV,2025-02-02
U01456,26,United States,Premium,Desktop,2025-07-16
U01457,28,Spain,Standard,SmartTV,2023-05-08
U01458,66,United States,Premium,Desktop,2023-08-26
U01459,32,United States,Premium,Desktop,2024-06-16
U01460,38,Spain,Standard,SmartTV,2024-01-19
U01461,38,Colombia,Standard,Mobile,2023-08-02
U01462,42,Ecuador,Basic,Mobile,2025-01-20
U01463,29,Argentina,Standard,Mobile,2023-09-10
U01464,50,Spain,Standard,Mobile,2026-12-03
U01465,40,Spain,Standard,Desktop,2023-08-12
U01466,20,Mexico,Premium,Mobile,2023-03-18
U01467,34,Spain,Standard,Mobile,2025-04-15
U01468,33,Argentina,Basic,SmartTV,2025-12-12
U01469,32,Mexico,Premium,SmartTV,2025-06-02
U01470,41,Ecuador,Premium,Tablet,2024-03-19
U01471,43,Chile,Premium,Tablet,2024-02-03
U01472,41,Ecuador,Basic,Tablet,2024-02-20
U01473,39,Ecuador,Standard,SmartTV,2023-12-20
U01474,36,Chile,Standard,Desktop,2025-06-18
U01475,18,Ecuador,Standard,Mobile,2023-10-22
U01476,44,United States,Standard,Tablet,2023-08-25
U01477,41,Chile,Premium,Tablet,2025-05-02
U01478,23,Mexico,Basic,SmartTV,2026-06-14
U01479,38,Ecuador,Premium,SmartTV,2024-03-12
U01480,43,Spain,Basic,Mobile,2025-03-20
U01481,49,Chile,Basic,Mobile,2026-03-08
U01482,41,Mexico,Premium,SmartTV,2025-02-19
U01483,39,Mexico,Standard,Mobile,2025-02-14
U01484,46,Chile,Standard,SmartTV,2024-06-21
U01485,31,Mexico,Standard,SmartTV,2024-04-06
U01486,40,Argentina,Basic,SmartTV,2024-09-08
U01487,28,Spain,Basic,Tablet,2023-02-02
U01488,48,Colombia,Premium,Mobile,2025-10-27
U01489,18,United States,Basic,SmartTV,2024-11-04
U01490,45,Peru,Premium,SmartTV,2026-07-08
U01491,35,Colombia,Premium,SmartTV,2026-03-16
U01492,47,Colombia,Premium,Tablet,2023-10-14
U01493,26,Peru,Premium,Desktop,2024-02-22
U01494,36,Colombia,Standard,Mobile,2023-03-24
U01495,36,Spain,Standard,Desktop,2025-09-24
U01496,40,Mexico,Premium,SmartTV,2026-11-07
U01497,22,United States,Standard,Desktop,2024-10-23
U01498,43,Ecuador,Basic,Desktop,2024-10-02
U01499,18,Mexico,Standard,Desktop,2023-01-07
U01500,27,Ecuador,Basic,SmartTV,2026-01-13
U01501,18,Chile,Standard,SmartTV,2025-10-26
U01502,45,Peru,Premium,Mobile,2023-04-21
U01503,40,Mexico,Standard,Tablet,2023-12-03
U01504,40,Argentina,Basic,SmartTV,2023-07-09
U01505,53,Colombia,Basic,Mobile,2024-05-13
U01506,31,Colombia,Standard,Mobile,2023-03-02
U01507,42,Peru,Basic,Mobile,2025-08-01
U01508,36,Colombia,Standard,Mobile,2026-12-26
U01509,34,Mexico,Premium,SmartTV,2025-05-17
U01510,51,Chile,Standard,Tablet,2025-12-18
U01511,60,Spain,Standard,Mobile,2026-02-27
U01512,30,United States,Standard,Desktop,2024-08-17
U01513,45,Peru,Basic,Tablet,2026-02-01
U01514,39,United States,Standard,SmartTV,2024-11-18
U01515,39,Argentina,Standard,SmartTV,2025-06-10
U01516,38,Ecuador,Standard,SmartTV,2023-08-05
U01517,31,Spain,Standard,Mobile,2025-08-25
U01518,18,Chile,Standard,Mobile,2026-10-10
U01519,53,Argentina,Basic,Tablet,2023-08-22
U01520,27,Argentina,Standard,SmartTV,2025-02-14
U01521,32,United States,Standard,Desktop,2024-11-04
U01522,32,Argentina,Standard,Tablet,2026-08-17
U01523,26,Spain,Basic,Desktop,2024-02-25
U01524,38,Colombia,Premium,Mobile,2025-04-26
U01525,34,United States,Standard,Tablet,2024-07-13
U01526,26,Mexico,Basic,SmartTV,2026-04-26
U01527,37,Argentina,Basic,SmartTV,2026-08-23
U01528,35,Spain,Premium,Mobile,2024-04-06
U01529,46,Ecuador,Standard,Desktop,2024-12-26
U01530,19,Peru,Premium,Tablet,2024-07-21
U01531,25,Spain,Premium,Mobile,2026-11-27
U01532,44,United States,Standard,Tablet,2026-08-15
U01533,27,Argentina,Standard,SmartTV,2024-05-27
U01534,24,Chile,Standard,Desktop,2023-12-06
U01535,28,Colombia,Premium,Tablet,2026-04-19
U01536,34,Chile,Standard,Tablet,2024-09-04
U01537,34,Peru,Premium,Tablet,2024-07-26
U01538,32,United States,Standard,SmartTV,2025-05-11
U01539,23,Mexico,Premium,SmartTV,2025-04-24
U01540,44,Peru,Basic,Desktop,2026-12-11
U01541,51,Chile,Standard,Mobile,2025-06-08
U01542,18,United States,Basic,Tablet,2024-12-06
U01543,18,Mexico,Premium,Tablet,2024-11-16
U01544,47,Colombia,Basic,Mobile,2024-11-08
U01545,54,Chile,Standard,SmartTV,2023-09-04
U01546,18,Chile,Basic,Tablet,2025-11-06
U01547,45,Colombia,Basic,SmartTV,2023-06-27
U01548,55,Argentina,Standard,Mobile,2023-05-25
U01549,25,Colombia,Premium,Mobile,2025-10-20
U01550,54,Chile,Standard,SmartTV,2025-07-05
U01551,33,Peru,Premium,Tablet,2026-01-23
U01552,39,Chile,Premium,Desktop,2024-02-21
U01553,26,Mexico,Premium,Desktop,2024-02-25
U01554,47,Mexico,Standard,SmartTV,2026-07-02
U01555,45,Ecuador,Standard,SmartTV,2026-03-27
U01556,56,Colombia,Standard,Tablet,2025-05-04
U01557,52,Argentina,Basic,SmartTV,2026-08-18
U01558,35,United States,Standard,SmartTV,2024-01-24
U01559,72,Ecuador,Premium,Tablet,2025-07-24
U01560,51,Ecuador,Basic,SmartTV,2025-10-08
U01561,41,United States,Basic,SmartTV,2026-03-16
U01562,23,Ecuador,Standard,Mobile,2024-12-11
U01563,18,United States,Premium,SmartTV,2023-11-19
U01564,18,Spain,Standard,Mobile,2024-05-26
U01565,24,Ecuador,Premium,Tablet,2026-10-21
U01566,52,Ecuador,Standard,Mobile,2023-08-20
U01567,41,United States,Standard,Desktop,2023-12-23
U01568,28,Colombia,Premium,Tablet,2024-02-26
U01569,33,Chile,Standard,SmartTV,2024-06-08
U01570,32,Colombia,Standard,SmartTV,2026-11-15
U01571,45,Mexico,Premium,SmartTV,2026-04-25
U01572,24,Spain,Standard,Mobile,2024-06-13
U01573,39,Mexico,Basic,Desktop,2025-05-23
U01574,39,Ecuador,Premium,SmartTV,2026-04-09
U01575,25,Mexico,Standard,Tablet,2025-01-08
U01576,54,Mexico,Premium,Desktop,2025-07-22
U01577,31,Colombia,Premium,Desktop,2026-08-13
U01578,23,Argentina,Standard,Mobile,2024-09-07
U01579,45,Mexico,Standard,SmartTV,2023-01-10
U01580,36,Ecuador,Standard,Desktop,2026-05-12
U01581,40,United States,Basic,Mobile,2024-12-20
U01582,21,Peru,Standard,Desktop,2023-01-07
U01583,45,Colombia,Premium,SmartTV,2026-06-03
U01584,61,Ecuador,Premium,SmartTV,2024-04-16
U01585,20,Peru,Premium,Desktop,2023-07-08
U01586,39,Colombia,Premium,Desktop,2023-01-10
U01587,26,Colombia,Basic,Desktop,2026-11-12
U01588,67,Spain,Standard,SmartTV,2024-08-11
U01589,50,Mexico,Basic,Desktop,2026-05-04
U01590,38,Ecuador,Standard,Tablet,2026-05-09
U01591,20,Argentina,Premium,Desktop,2026-06-09
U01592,23,Argentina,Premium,SmartTV,2023-11-15
U01593,44,Chile,Premium,Desktop,2023-09-21
U01594,19,United States,Standard,SmartTV,2025-12-19
U01595,19,Colombia,Standard,SmartTV,2023-08-20
U01596,35,Ecuador,Standard,Mobile,2024-11-27
U01597,37,Ecuador,Standard,Desktop,2025-07-16
U01598,40,Colombia,Standard,Mobile,2026-06-16
U01599,30,Chile,Premium,SmartTV,2025-11-07
U01600,46,Ecuador,Standard,Tablet,2025-12-11
U01601,25,Mexico,Standard,SmartTV,2023-12-23
U01602,43,United States,Premium,SmartTV,2023-09-19
U01603,38,Spain,Standard,Desktop,2023-12-12
